pmid,year,score,n_chunks,title
31123940,2019,0.4290,2,Enabling Data-Driven Clinical Quality Assurance: Predicting Adverse Event Reporting in Clinical Trials Using Machine Learning.
31119651,2019,0.4176,2,Auto-Generated Physiological Chain Data for an Ontological Framework for Pharmacology and Mechanism of Action to Determine Suspected Drugs in Cases of Dysuria.
31111340,2019,0.2252,2,Evaluation of Use of Technologies to Facilitate Medical Chart Review.
31102144,2019,0.4208,3,Long-Term Safety and Tolerability of OnabotulinumtoxinA Treatment in Patients with Chronic Migraine: Results of the COMPEL Study.
31098917,2019,0.5573,2,Evaluation of Potential Drug-Drug Interactions in Adults in the Intensive Care Unit: A Systematic Review and Meta-Analysis.
31077091,2019,0.3827,2,Fluoroquinolone Use and the Risk of Collagen-Associated Adverse Events: A Systematic Review and Meta-Analysis.
31069703,2019,0.3887,2,Bismuth Concentrations in Patients Treated in Real-Life Practice with a Bismuth Subcitrate-Metronidazole-Tetracycline Preparation: The SAPHARY Study.
31062194,2019,0.6234,2,Pharmacovigilance as Scientific Discovery: An Argument for Trans-Disciplinarity.
31054141,2019,0.2949,2,Identifying the DEAD: Development and Validation of a Patient-Level Model to Predict Death Status in Population-Level Claims Data.
31020549,2019,0.3035,2,Mechanisms of Severe Cutaneous Adverse Reactions: Recent Advances.
31016678,2019,0.6039,1,Standardising the Classification of Harm Associated with Medication Errors: The Harm Associated with Medication Error Classification (HAMEC).
31006085,2019,0.5233,2,Pharmacovigilance Systems in Arab Countries: Overview of 22 Arab Countries.
30972641,2019,0.3984,2,Benefit-Risk Assessment of Obesity Drugs: Focus on Glucagon-like Peptide-1 Receptor Agonists.
30972640,2019,0.2824,3,Long-Term Safety and Efficacy of Fecal Microbiota Transplant in Active Ulcerative Colitis.
30929141,2019,0.6056,2,Establishing a Framework for the Use of Social Media in Pharmacovigilance in Europe.
30911975,2019,0.6137,2,Recommendations on the Use of Mobile Applications for the Collection and Communication of Pharmaceutical Product Safety Information: Lessons from IMI WEB-RADR.
30888626,2019,0.4640,2,"Drug-Induced Photosensitivity-An Update: Culprit Drugs, Prevention and Management."
30888625,2019,0.5215,3,Summary of Torsades de Pointes (TdP) Reports Associated with Intravenous Drug Formulations Containing the Preservative Chlorobutanol.
30868436,2019,0.3289,1,Sirolimus and mTOR Inhibitors: A Review of Side Effects and Specific Management in Solid Organ Transplantation.
30830573,2019,0.3307,2,Benefit-Risk Assessment of Vedolizumab in the Treatment of Crohn's Disease and Ulcerative Colitis.
30830572,2019,0.3449,2,Established and Emerging Immunological Complications of Biological Therapeutics in Multiple Sclerosis.
30762164,2019,0.6014,2,"A Comparison Study of Algorithms to Detect Drug-Adverse Event Associations: Frequentist, Bayesian, and Machine-Learning Approaches."
30762163,2019,0.4058,2,Drug-Induced Steatosis and Steatohepatitis: The Search for Novel Serum Biomarkers Among Potential Biomarkers for Non-Alcoholic Fatty Liver Disease and Non-Alcoholic Steatohepatitis.
30739254,2019,0.4667,3,"Ustekinumab Safety in Psoriasis, Psoriatic Arthritis, and Crohn's Disease: An Integrated Analysis of Phase II/III Clinical Development Programs."
30734242,2019,0.4614,2,Use of FDA's Sentinel System to Quantify Seizure Risk Immediately Following New Ranolazine Exposure.
30725337,2019,0.6869,2,Use of a Patient-Friendly Terms List in the Adverse Drug Reaction Report Form: A Database Study.
30725336,2019,0.3390,2,A Machine-Learning Algorithm to Optimise Automated Adverse Drug Reaction Detection from Clinical Coding.
30649752,2019,0.3944,3,"Evaluation of Antibody Properties and Clinically Relevant Immunogenicity, Anaphylaxis, and Hypersensitivity Reactions in Two Phase III Trials of Tralokinumab in Severe, Uncontrolled Asthma."
30649751,2019,0.3658,3,Safety and Tolerability of Phosphatidylinositol-3-Kinase (PI3K) Inhibitors in Oncology.
30649750,2019,0.3248,2,Safety and Tolerability of Adoptive Cell Therapy in Cancer.
30649749,2019,0.6161,2,Development of a Controlled Vocabulary-Based Adverse Drug Reaction Signal Dictionary for Multicenter Electronic Health Record-Based Pharmacovigilance.
30649748,2019,0.2256,1,Safety and Tolerability of c-MET Inhibitors in Cancer.
30649747,2019,0.3274,1,Safety and Tolerability of Antibody-Drug Conjugates in Cancer.
30649746,2019,0.3269,2,Benefit-Risk Assessment of Plecanatide in the Treatment of Chronic Idiopathic Constipation.
30649745,2019,0.2816,2,Safety and Tolerability of Sonic Hedgehog Pathway Inhibitors in Cancer.
30649744,2019,0.3385,2,Safety and Tolerability of Anti-Angiogenic Protein Kinase Inhibitors and Vascular-Disrupting Agents in Cancer: Focus on Gastrointestinal Malignancies.
30649743,2019,0.3705,3,Safety and Tolerability of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitors in Oncology.
30649742,2019,0.2855,2,Safety and Tolerability of Immune Checkpoint Inhibitors (PD-1 and PD-L1) in Cancer.
30649741,2019,0.2568,2,Safety and Tolerability of Anaplastic Lymphoma Kinase Inhibitors in Non-Small-Cell Lung Cancer.
30649740,2019,0.4111,2,Safety and Tolerability of Histone Deacetylase (HDAC) Inhibitors in Oncology.
30649738,2019,0.3344,2,Adverse Drug Events Detection in Clinical Notes by Jointly Modeling Entities and Relations Using Neural Networks.
30649737,2019,0.3361,2,Detecting Adverse Drug Events with Rapidly Trained Classification Models.
30649736,2019,0.2700,2,Adverse Drug Event Detection from Electronic Health Records Using Hierarchical Recurrent Neural Networks with Dual-Level Embedding.
30649735,2019,0.3829,2,"Overview of the First Natural Language Processing Challenge for Extracting Medication, Indication, and Adverse Drug Events from Electronic Health Record Notes (MADE 1.0)."
30632090,2019,0.4803,2,All-Cause Mortality Associated with Tramadol Use: A Case-Crossover Study.
30617499,2019,0.4622,3,Identifying Data Elements to Measure Frailty in a Dutch Nationwide Electronic Medical Record Database for Use in Postmarketing Safety Evaluation: An Exploratory Study.
30617498,2019,0.5160,4,An Implementation and Visualization of the Tree-Based Scan Statistic for Safety Event Monitoring in Longitudinal Electronic Health Data.
30617497,2019,0.3827,2,Exploring the Association between Monoclonal Antibodies and Depression and Suicidal Ideation and Behavior: A VigiBase Study.
30607830,2019,0.2834,1,Managing Risks with Immune Therapies in Multiple Sclerosis.
30600484,2019,0.3721,2,"MADEx: A System for Detecting Medications, Adverse Drug Events, and Their Relations from Clinical Notes."
30569267,2019,0.5713,2,Evaluation of Postmarketing Reports from Industry-Sponsored Programs in Drug Safety Surveillance.
30565020,2019,0.3291,2,Benefit-Risk Assessment of Blinatumomab in the Treatment of Relapsed/Refractory B-Cell Precursor Acute Lymphoblastic Leukemia.
30535629,2019,0.4457,2,Evaluation of the Reported Rates of Severe Hypersensitivity Reactions Associated with Ferric Carboxymaltose and Iron (III) Isomaltoside 1000 in Europe Based on Data from EudraVigilance and VigiBase™ between 2014 and 2017.
30506472,2019,0.5355,2,Evaluation of Harm Associated with High Dose-Range Clinical Decision Support Overrides in the Intensive Care Unit.
30478823,2019,0.4743,3,Drug-Induced Anaphylaxis in a Vietnamese Pharmacovigilance Database: Trends and Specific Signals from a Disproportionality Analysis.
30471046,2019,0.4516,3,Diagnostic Algorithms for Cardiovascular Death in Administrative Claims Databases: A Systematic Review.
30421346,2019,0.4885,2,Advances in Epidemiological Methods and Utilisation of Large Databases: A Methodological Review of Observational Studies on Central Nervous System Drug Use in Pregnancy and Central Nervous System Outcomes in Children.
30368737,2019,0.5786,2,"Fluoroquinolones and Cardiovascular Risk: A Systematic Review, Meta-analysis and Network Meta-analysis."
30361989,2019,0.6355,3,Previous Drug Exposure in Patients Hospitalised for Acute Liver Injury: A Case-Population Study in the French National Healthcare Data System.
30357649,2019,0.5843,2,Prevalence of Drug Prescriptions and Potential Safety in Patients with Cirrhosis: A Retrospective Real-World Study.
30357648,2019,0.6361,3,The Role of European Patient Organizations in Pharmacovigilance.
30343418,2019,0.5147,2,Drug-Induced Liver Injury: Highlights of the Recent Literature.
30343417,2019,0.4325,3,Artificial Intelligence and the Future of the Drug Safety Professional.
30341677,2019,0.4115,2,Safety of Follitropin Alfa/Lutropin Alfa for Stimulation of Follicular Development.
30298309,2019,0.3830,2,Preventing Future Deaths from Medicines: Responses to Coroners' Concerns in England and Wales.
30284215,2019,0.5220,2,"Surveillance of Drug Safety During Pregnancy: Insight in Current International Activities, Future Intentions and Need for Support of National Pharmacovigilance Centres."
30284214,2019,0.3947,2,Pharmacoepidemiologic Evaluation of Birth Defects from Health-Related Postings in Social Media During Pregnancy.
30276630,2019,0.4963,2,"Potential Direct Costs of Adverse Drug Events and Possible Cost Savings Achievable by their Prevention in Tuscany, Italy: A Model-Based Analysis."
30269245,2019,0.6213,1,"The Role of European Healthcare Databases for Post-Marketing Drug Effectiveness, Safety and Value Evaluation: Where Does Italy Stand?"
30269244,2019,0.5147,2,Pharmacovigilance in India: Present Scenario and Future Challenges.
30255349,2019,0.3014,2,Implications of Individual QT/RR Profiles-Part 1: Inaccuracies and Problems of Population-Specific QT/Heart Rate Corrections.
30255348,2019,0.3685,2,Implications of Individual QT/RR Profiles-Part 2: Zero QTc/RR Correlations Do Not Prove QTc Correction Accuracy in Studies of QTc Changes.
30246225,2019,0.4136,2,"Aim and Design of pREGnant, the Dutch Pregnancy Drug Register."
30232741,2019,0.5214,2,Nonsteroidal Anti-Inflammatory Drugs and Risk of First Hospitalization for Heart Failure in Patients with No History of Heart Failure: A Population-Based Case-Crossover Study.
30232740,2019,0.4310,2,Assessment of Self-Administration of Romiplostim in Patients with Immune Thrombocytopenic Purpura after Receipt of Home Administration Training Materials: a Cross-Sectional Study.
30167992,2018,0.5068,2,"Methods to Compare Adverse Events in Twitter to FAERS, Drug Information Databases, and Systematic Reviews: Proof of Concept with Adalimumab."
30155802,2018,0.3695,1,Risks of Opioids in ST-Elevation Myocardial Infarction: A Review.
30146658,2018,0.4532,2,Proton Pump Inhibitor Use and Risk of Developing Alzheimer's Disease or Vascular Dementia: A Case-Control Analysis.
30128638,2018,0.5682,2,Enhancing Pharmacovigilance Capabilities in the EU Regulatory Network: The SCOPE Joint Action.
30121742,2019,0.5352,3,The Social Impact of Suspected Adverse Drug Reactions: An analysis of the Canada Vigilance Spontaneous Reporting Database.
30121741,2019,0.4206,2,POMME: The New Cohort to Evaluate Long-Term Effects After Prenatal Medicine Exposure.
30120741,2018,0.4610,2,Evaluation of Switching Patterns in FDA's Sentinel System: A New Tool to Assess Generic Drugs.
30117051,2019,0.4481,2,The Prevalence of Dose Errors Among Paediatric Patients in Hospital Wards with and without Health Information Technology: A Systematic Review and Meta-Analysis.
30112729,2019,0.5459,3,Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis in Association with Commonly Prescribed Drugs in Outpatient Care Other than Anti-Epileptic Drugs and Antibiotics: A Population-Based Case-Control Study.
30112728,2018,0.5211,2,A Critical Evaluation of Safety Signal Analysis Using Algorithmic Standardised MedDRA Queries.
30066315,2019,0.5010,2,Effect of Lawyer-Submitted Reports on Signals of Disproportional Reporting in the Food and Drug Administration's Adverse Event Reporting System.
30043385,2018,0.3967,2,Assessment of the Utility of Social Media for Broad-Ranging Statistical Signal Detection in Pharmacovigilance: Results from the WEB-RADR Project.
30043384,2018,0.4408,3,Adverse Drug Reactions Among Patients Initiating Second-Line Antiretroviral Therapy in South Africa.
30006773,2018,0.4394,2,Safety Profile of Benznidazole in the Treatment of Chronic Chagas Disease: Experience of a Referral Centre and Systematic Literature Review with Meta-Analysis.
29987757,2018,0.4049,2,"Changes in Outpatient Use of Antibiotics by Adults in the United States, 2006-2015."
29956218,2018,0.3953,3,Role of Serotonin Transporter in Antidepressant-Induced Diabetes Mellitus: A Pharmacoepidemiological-Pharmacodynamic Study in VigiBase®.
29956217,2018,0.5045,2,Gabapentin and Pregabalin and Risk of Atrial Fibrillation in the Elderly: A Population-Based Cohort Study in an Electronic Prescription Database.
29949100,2018,0.5747,2,What Future Healthcare Professionals Need to Know About Pharmacovigilance: Introduction of the WHO PV Core Curriculum for University Teaching with Focus on Clinical Aspects.
29876835,2018,0.6304,2,MOdified NARanjo Causality Scale for ICSRs (MONARCSi): A Decision Support Tool for Safety Scientists.
29876834,2018,0.5055,2,Predicting Adverse Drug Effects from Literature- and Database-Mined Assertions.
29858838,2018,0.3698,3,Cardiac Complications Attributed to Chloroquine and Hydroxychloroquine: A Systematic Review of the Literature.
29797240,2018,0.5538,2,Coronary Events After Dispensing of Ibuprofen: A Propensity Score-Matched Cohort Study Versus Paracetamol in the French Nationwide Claims Database Sample.
29797239,2018,0.3578,3,Association of Statin Use with Increased Risk of Musculoskeletal Conditions: A Retrospective Cohort Study.
29796832,2018,0.5927,2,"Safety of Biologics, Including Biosimilars: Perspectives on Current Status and Future Direction."
29796831,2018,0.5365,2,Prescription Opioid Fatalities: Examining Why the Healer Could be the Culprit.
29785475,2018,0.3859,2,Cohort Study of Psychiatric Adverse Events Following Exposure to Levonorgestrel-Containing Intrauterine Devices in UK General Practice.
29761281,2018,0.5432,2,"Characteristics, Quality and Contribution to Signal Detection of Spontaneous Reports of Adverse Drug Reactions Via the WEB-RADR Mobile Application: A Descriptive Cross-Sectional Study."
29737504,2018,0.5610,2,Inadequate harms reporting in randomized control trials of antibiotics for pediatric acute otitis media: a systematic review.
29737503,2018,0.4501,2,A Programme for Risk Assessment and Minimisation of Progressive Multifocal Leukoencephalopathy Developed for Vedolizumab Clinical Trials.
29737502,2018,0.3870,2,Vitamin B6 in Health Supplements and Neuropathy: Case Series Assessment of Spontaneously Reported Cases.
29737501,2018,0.3510,2,Safety of Tamsulosin: A Systematic Review of Randomized Trials with a Focus on Women and Children.
29725942,2018,0.5897,2,Exploring the Potential Routine Use of Electronic Healthcare Record Data to Strengthen Early Signal Assessment in UK Medicines Regulation: Proof-of-Concept Study.
29721822,2018,0.4358,1,Challenges and Opportunities for the Traceability of (Biological) Medicinal Products.
29714005,2018,0.4587,2,"Potentially Inappropriate Medication Prescribing and Risk of Unplanned Hospitalization among the Elderly: A Self-Matched, Case-Crossover Study."
29714004,2018,0.5010,3,Non-bleeding Adverse Events with the Use of Direct Oral Anticoagulants: A Sequence Symmetry Analysis.
29714003,2018,0.6252,1,Healthcare Databases for Drug Safety Research: Data Validity Assessment Remains Crucial.
29696507,2018,0.4514,3,Safety Experience During Real-World Use of Injectable Artesunate in Public Health Facilities in Ghana and Uganda: Outcomes of a Modified Cohort Event Monitoring Study (CEMISA).
29671224,2018,0.4886,2,Effectiveness Evaluation of Additional Risk Minimization Measures for Adolescent Use of Aripiprazole in the European Union: Results from a Post-Authorization Safety Study.
29644579,2018,0.5864,2,"Comparison of Data on Serious Adverse Events and Mortality in ClinicalTrials.gov, Corresponding Journal Articles, and FDA Medical Reviews: Cross-Sectional Analysis."
29627926,2018,0.4549,2,The Burden of Adverse Drug Reactions Due to Artemisinin-Based Antimalarial Treatment in Selected Ugandan Health Facilities: An Active Follow-Up Study.
29623648,2018,0.3625,2,Osteoporosis-Related Fractures in HIV-Infected Patients Receiving Long-Term Tenofovir Disoproxil Fumarate: An Observational Cohort Study.
29603109,2018,0.3835,2,Use of Proton Pump Inhibitors and the Risk of Acute Kidney Injury Among Patients with Rheumatoid Arthritis: Cohort Study.
29582394,2018,0.5907,2,Comparative Rates of Mortality and Serious Adverse Effects Among Commonly Prescribed Opioid Analgesics.
29582393,2018,0.4926,2,Adverse Events to Food Supplements Containing Red Yeast Rice: Comparative Analysis of FAERS and CAERS Reporting Systems.
29582392,2018,0.2713,2,Benefit-Risk Monitoring of Vaccines Using an Interactive Dashboard: A Methodological Proposal from the ADVANCE Project.
29560597,2018,0.2222,2,Central Demyelinating Diseases after Vaccination Against Hepatitis B Virus: A Disproportionality Analysis within the VAERS Database.
29560596,2018,0.5334,2,Review of Case Narratives from Fatal Overdoses Associated with Injectable Naltrexone for Opioid Dependence.
29520645,2018,0.6821,2,EudraVigilance Medicines Safety Database: Publicly Accessible Data for Research and Public Health Protection.
29502198,2018,0.4107,2,Drug-Induced Liver Injury: Why is the Roussel Uclaf Causality Assessment Method (RUCAM) Still Used 25 Years After Its Launch?
29500800,2018,0.5615,2,Interest in a Mobile App for Two-Way Risk Communication: A Survey Study Among European Healthcare Professionals and Patients.
29500799,2018,0.5025,2,Thromboembolism with Janus Kinase (JAK) Inhibitors for Rheumatoid Arthritis: How Real is the Risk?
29500798,2018,0.5560,3,Safety Communication Tools and Healthcare Professionals' Awareness of Specific Drug Safety Issues in Europe: A Survey Study.
29498009,2018,0.4937,2,Using the Symmetry Analysis Design to Screen for Adverse Effects of Non-vitamin K Antagonist Oral Anticoagulants.
29492878,2018,0.5015,4,Liver Safety of Fasiglifam (TAK-875) in Patients with Type 2 Diabetes: Review of the Global Clinical Trial Experience.
29484613,2018,0.4234,2,Limited Evidence for Risk Factors for Proarrhythmia and Sudden Cardiac Death in Patients Using Antidepressants: Dutch Consensus on ECG Monitoring.
29484612,2018,0.5073,1,Sex Differences in Reported Adverse Drug Reactions of Selective Serotonin Reuptake Inhibitors.
29484611,2018,0.4200,2,The Risk for Lung Cancer Incidence with Calcium Channel Blockers: A Systematic Review and Meta-Analysis of Observational Studies.
29468603,2018,0.5209,2,Glucocorticoids and the Risk of Peptic Ulcer Bleeding: Case-Control Analysis Based on Swiss Claims Data.
29468602,2018,0.3320,2,Time Series Disturbance Detection for Hypothesis-Free Signal Detection in Longitudinal Observational Databases.
29446035,2018,0.4879,3,Sorting Through the Safety Data Haystack: Using Machine Learning to Identify Individual Case Safety Reports in Social-Digital Media.
29427042,2018,0.3443,2,Amyotrophic Lateral Sclerosis Associated with Statin Use: A Disproportionality Analysis of the FDA's Adverse Event Reporting System.
29411338,2018,0.5178,2,A Multi-hospital Before-After Observational Study Using a Point-Prevalence Approach with an Infusion Safety Intervention Bundle to Reduce Intravenous Medication Administration Errors.
29411337,2018,0.4233,2,Potential Risks Related to Modulating Interleukin-13 and Interleukin-4 Signalling: A Systematic Review.
29404977,2018,0.3294,1,Drug-Induced Ototoxicity: Diagnosis and Monitoring.
29397553,2018,0.3825,3,The Uncertainty of the Association Between Proton Pump Inhibitor Use and the Risk of Dementia: Prescription Sequence Symmetry Analysis Using a Korean Healthcare Database Between 2002 and 2013.
29392593,2018,0.3317,1,Gastrointestinal Perforations with Biologics in Patients with Rheumatoid Arthritis: Implications for Clinicians.
29332144,2018,0.3718,2,Long-Acting β2-Agonists in Asthma: Enantioselective Safety Studies are Needed.
29330715,2018,0.5427,3,Case Series Analysis of New Zealand Reports of Rapid Intense Potentiation of Warfarin by Roxithromycin.
29330714,2018,0.6050,2,Evidence-Based Recommendations to Improve the Safe Use of Drugs in Patients with Liver Cirrhosis.
29327136,2018,0.5494,2,Signal Detection for Recently Approved Products: Adapting and Evaluating Self-Controlled Case Series Method Using a US Claims and UK Electronic Medical Records Database.
29318515,2018,0.5237,2,A Review of Methods for Monitoring Adverse Events in Pediatric Psychopharmacology Clinical Trials.
29318514,2018,0.5238,2,The Impact of Biologics and Tofacitinib on Cardiovascular Risk Factors and Outcomes in Patients with Rheumatic Disease: A Systematic Literature Review.
29280070,2018,0.3459,2,Safety of Human Papillomavirus Vaccines: An Updated Review.
29270770,2018,0.5763,2,"Adverse Drug Reaction Reports Received Through the Mobile App, VigiBIP®: A Comparison with Classical Methods of Reporting."
29230691,2018,0.2365,2,Beta-Blocker Use in Pregnancy and Risk of Specific Congenital Anomalies: A European Case-Malformed Control Study.
29218682,2018,0.5587,2,The RIMES Statement: A Checklist to Assess the Quality of Studies Evaluating Risk Minimization Programs for Medicinal Products.
29218681,2018,0.4091,2,Management Strategies to Facilitate Optimal Outcomes for Patients Treated with Delayed-release Dimethyl Fumarate.
29218680,2018,0.4158,3,"Cardiovascular Profile of Valbenazine: Analysis of Pooled Data from Three Randomized, Double-Blind, Placebo-Controlled Trials."
29196989,2018,0.5660,2,Mixed Approach Retrospective Analyses of Suicide and Suicidal Ideation for Brand Compared with Generic Central Nervous System Drugs.
29196988,2018,0.4961,3,Analysis of Spontaneous Postmarket Case Reports Submitted to the FDA Regarding Thromboembolic Adverse Events and JAK Inhibitors.
29185237,2018,0.4729,2,Using Human 'Experiments of Nature' to Predict Drug Safety Issues: An Example with PCSK9 Inhibitors.
29185236,2018,0.4226,2,An Automated System Combining Safety Signal Detection and Prioritization from Healthcare Databases: A Pilot Study.
29124666,2018,0.6181,2,"Study Design and Evaluation of Risk Minimization Measures: A Review of Studies Submitted to the European Medicines Agency for Cardiovascular, Endocrinology, and Metabolic Drugs."
29124665,2018,0.4741,2,Evaluation of 'Definite' Anaphylaxis Drug Allergy Alert Overrides in Inpatient and Outpatient Settings.
29110252,2018,0.4702,2,Risk of Psoriasis Following Terbinafine or Itraconazole Treatment for Onychomycosis: A Population-Based Case-Control Comparative Study.
29098610,2018,0.5799,2,Reported Adverse Events with Painkillers: Data Mining of the US Food and Drug Administration Adverse Events Reporting System.
29076063,2018,0.5558,2,Neuropsychiatric Events Associated with Leukotriene-Modifying Agents: A Systematic Review.
29052094,2018,0.2596,2,Severe Physical Complications among Survivors of Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis.
29043496,2018,0.4099,2,Erlotinib Plus Bevacizumab Phase ll Study in Patients with Advanced Non-small-Cell Lung Cancer (JO25567): Updated Safety Results.
29027148,2018,0.4563,2,"Safety of Russian-Backbone Trivalent, Live Attenuated Seasonal Influenza Vaccine in Healthy Subjects: Open-Label, Non-randomized Phase 4 Study."
29019038,2018,0.5289,2,Utilisation and Safety of Deferasirox: Results from an Observational Cohort Study in England.
28975584,2018,0.6494,2,Overview of Pharmacovigilance System in Vietnam: Lessons Learned in a Resource-Restricted Country.
28965265,2018,0.4612,2,Preferences of Patients and Pharmacists with Regard to the Management of Drug-Drug Interactions: A Choice-Based Conjoint Analysis.
28956286,2018,0.4785,3,All-Cause and Drug-Related Medical Events Associated with Overuse of Gabapentin and/or Opioid Medications: A Retrospective Cohort Analysis of a Commercially Insured US Population.
28952138,2018,0.3339,2,Can SGLT2 Inhibitors Cause Acute Renal Failure? Plausible Role for Altered Glomerular Hemodynamics and Medullary Hypoxia.
28933055,2018,0.5630,2,Safety Concerns Reported by Patients Identified in a Collaborative Signal Detection Workshop using VigiBase: Results and Reflections from Lareb and Uppsala Monitoring Centre.
28905299,2018,0.4636,2,Use of Antihypertensive Drugs and Risk of Malignant Melanoma: A Meta-analysis of Observational Studies.
28861870,2018,0.3673,2,Dopamine Agonists and Impulse Control Disorders: A Complex Association.
28853038,2018,0.2847,2,Drug-Induced QT Prolongation and Torsades de Pointes: An All-Exclusive Relationship or Time for an Amicable Separation?
28840504,2018,0.5206,1,From Big Data to Smart Data for Pharmacovigilance: The Role of Healthcare Databases and Other Emerging Sources.
28840499,2018,0.4855,2,Enrollment and Retention in 34 United States Pregnancy Registries Contrasted with the Manufacturer's Capture of Spontaneous Reports for Exposed Pregnancies.
28815480,2018,0.4635,2,Evaluation of Electronic Healthcare Databases for Post-Marketing Drug Safety Surveillance and Pharmacoepidemiology in China.
28815462,2017,0.7050,1,A New Erice Report Considering the Safety of Medicines in the 21st Century.
28808959,2018,0.5438,2,Deaths from Medicines: A Systematic Analysis of Coroners' Reports to Prevent Future Deaths.
28786035,2018,0.4434,2,Cardiac Harms of Sofosbuvir: Systematic Review and Meta-Analysis.
28780741,2017,0.5651,2,Channeling in the Use of Nonprescription Paracetamol and Ibuprofen in an Electronic Medical Records Database: Evidence and Implications.
28776179,2017,0.6054,2,Frequency and Nature of Medication Errors and Adverse Drug Events in Mental Health Hospitals: a Systematic Review.
28770534,2018,0.4447,2,Antidepressant-Induced Acute Liver Injury: A Case-Control Study in an Italian Inpatient Population.
28766109,2018,0.3447,3,"Treatment of Medication-Related Osteonecrosis of the Jaw and its Impact on a Patient's Quality of Life: A Single-Center, 10-Year Experience from Southern Italy."
28766108,2017,0.6858,3,A Pharmacoepidemiology Database System for Monitoring Risk Due to the Use of Medicines by New Zealand Primary Care Patients.
28755095,2017,0.5014,2,Neurological Adverse Effects Attributable to β-Lactam Antibiotics: A Literature Review.
28752473,2017,0.5837,3,Safety Profile of Eslicarbazepine Acetate as Add-On Therapy in Adults with Refractory Focal-Onset Seizures: From Clinical Studies to 6 Years of Post-Marketing Experience.
28748367,2017,0.5449,1,Commercial Online Social Network Data and Statin Side-Effect Surveillance: A Pilot Observational Study of Aggregate Mentions on Facebook.
28744845,2017,0.5347,2,Drug-Induced Dental Caries: A Disproportionality Analysis Using Data from VigiBase.
28744844,2017,0.1235,2,Suspected Adverse Effects After Human Papillomavirus Vaccination: A Temporal Relationship Between Vaccine Administration and the Appearance of Symptoms in Japan.
28735357,2017,0.6952,2,Promoting and Protecting Public Health: How the European Union Pharmacovigilance System Works.
28733971,2017,0.4354,2,The Fetal Safety of Enoxaparin Use During Pregnancy: A Population-Based Retrospective Cohort Study.
28698988,2017,0.6067,2,Medication Errors: A Characterisation of Spontaneously Reported Cases in EudraVigilance.
28689334,2017,0.4341,2,Safety and Interactions of Direct Oral Anticoagulants with Antiarrhythmic Drugs.
28689333,2017,0.3059,2,The Ribavirin Pregnancy Registry: An Interim Analysis of Potential Teratogenicity at the Mid-Point of Enrollment.
28681266,2017,0.4067,2,Muscular Adverse Drug Reactions Associated with Proton Pump Inhibitors: A Disproportionality Analysis Using the Italian National Network of Pharmacovigilance Database.
28674842,2017,0.3756,2,Clinical Relevance and Predictive Value of Damage Biomarkers of Drug-Induced Kidney Injury.
28664356,2017,0.4800,2,Signal of Miscarriage with Aripiprazole: A Disproportionality Analysis of the Japanese Adverse Drug Event Report Database.
28664355,2017,0.5711,2,Using Multiple Pharmacovigilance Models Improves the Timeliness of Signal Detection in Simulated Prospective Surveillance.
28664354,2017,0.6418,3,Impact of Medicine Withdrawal on Reporting of Adverse Events Involving Therapeutic Alternatives: A Study from the French Spontaneous Reporting Database.
28653291,2017,0.7055,3,Patients' Perspectives on Adverse Drug Reaction Reporting in a Developing Country: A Case Study from Ghana.
28643174,2017,0.4816,2,Natural Language Processing for EHR-Based Pharmacovigilance: A Structured Review.
28634824,2017,0.4225,2,Association of Parkinsonism or Parkinson Disease with Polypharmacy in the Year Preceding Diagnosis: A Nested Case-Control Study in South Korea.
28623527,2017,0.4607,3,Updating the Evidence of the Interaction Between Clopidogrel and CYP2C19-Inhibiting Selective Serotonin Reuptake Inhibitors: A Cohort Study and Meta-Analysis.
28620871,2017,0.3472,2,Lipophilic Statins and the Risk of Intracranial Hemorrhage Following Ischemic Stroke: A Population-Based Study.
28597251,2017,0.5378,2,Occurrence of Multiple Sclerosis After Drug Exposure: Insights From Evidence Mapping.
28593504,2017,0.5366,2,An Algorithm to Identify Generic Drugs in the FDA Adverse Event Reporting System.
28585153,2017,0.4840,2,Second-Generation Antipsychotics and Metabolic Side Effects: A Systematic Review of Population-Based Studies.
28585152,2017,0.5533,2,Overview of the Safety of Anti-VEGF Drugs: Analysis of the Italian Spontaneous Reporting System.
28555362,2017,0.3711,3,The Incidence of Drug- and Herbal and Dietary Supplement-Induced Liver Injury: Preliminary Findings from Gastroenterologist-Based Surveillance in the Population of the State of Delaware.
28547654,2017,0.3395,1,Potential Teratogenic Effects of Clomiphene Citrate.
28540672,2017,0.5158,2,Communication on Safety of Medicines in Europe: Current Practices and General Practitioners' Awareness and Preferences.
28528487,2017,0.5236,2,Role of Medicines of Unknown Identity in Adverse Drug Reaction-Related Hospitalizations in Developing Countries: Evidence from a Cross-Sectional Study in a Teaching Hospital in the Lao People's Democratic Republic.
28508325,2017,0.5540,2,Preliminary Results of a Novel Algorithmic Method Aiming to Support Initial Causality Assessment of Routine Pharmacovigilance Case Reports for Medication-Induced Liver Injury: The PV-RUCAM.
28497250,2017,0.4677,2,People's Understanding of Verbal Risk Descriptors in Patient Information Leaflets: A Cross-Sectional National Survey of 18- to 65-Year-Olds in England.
